;1;4;5;6;8;11;12;17;18;19;20;23;27;31;34;35;36;37;39;42;47;53;54;58;61;66;69;73;74;75;79;80;81;87;89;90;101;103;112;114;115;118;120;121;122;125;126;127;129;130;133;139;141;142
118;0;0.0116;0.01113;0.021067;0;0;0;0.008439;0.002824;0.005316;0;0;0;0.002063;0;0;0.002874;0.009182;0;0;0;0;0;0.0029;0;0.005655;0.005121;0.002613;0;0.009336;0.006201;0.003758;0.004929;0;0;0.010193;0;0.003876;0.005225;0;0;0;0;0;0.001981;0;0.006024;0;0.008078;0;0;0;0;0
120;0;0;0.007561;0.015182;0;0;0;0;0;0.003394;0;0;0;0.00212;0;0.002813;0;0;0;0;0.003274;0;0.003116;0.002562;0;0;0.002631;0;0;0.006444;0.004818;0.002926;0;0;0.005718;0;0;0;0;0;0;0;0;0.002378;0;0;0.004129;0;0;0;0;0.006499;0.002344;0.002885
121;0;0;0.009012;0.018752;0.003418;0;0.00334;0.007499;0.001796;0.004274;0;0.004693;0.005412;0;0.005027;0.002996;0.001999;0;0;0.003625;0.003585;0;0;0;0;0;0;0.002304;0;0.007377;0.004645;0.003217;0;0.004559;0;0;0;0;0.0056;0.003314;0.002052;0.00269;0.002532;0;0.001812;0;0.005166;0;0;0.004867;0.007807;0.006558;0.001735;0
122;0.00414;0.010241;0.007169;0;0;0.00532;0.003038;0.007067;0.002495;0.003083;0.0074;0.002753;0.004697;0.001652;0.003532;0.0027;0.001969;0.00788;0.003245;0;0.003654;0.00288;0.002367;0.002404;0.010453;0;0.003988;0.002255;0.006549;0.007562;0;0.0026;0;0.005427;0.004143;0.006481;0.003095;0;0;0;0.001942;0.002132;0.001771;0.001782;0;0;0.004485;0.003018;0.005487;0.004066;0.006308;0.005068;0;0.001945
125;0;0;0.033927;0;0;0.023969;0;0;0;0;0;0;0;0.007212;0;0.011494;0.007683;0;0;0;0;0;0;0;0;0;0.014886;0;0;0;0;0.011677;0;0;0.020189;0;0;0;0;0;0;0;0;0;0;0;0.019778;0;0;0;0;0;0;0.011395
126;0.008437;0.01993;0.015706;0.032759;0.007544;0.01087;0;0.011073;0.003907;0.007348;0.014532;0.006671;0.010407;0.003489;0.008729;0;0.003542;0.013919;0.007767;0;0.006788;0.006359;0.005475;0.005058;0.020155;0.008218;0;0;0.011526;0;0.007672;0.00496;0.006687;0.008457;0.009575;0.015146;0;0.004527;0;0.004981;0.003586;0.005472;0.002897;0.004186;0.003155;0.027819;0;0.006927;0.01356;0.0082;0;0.010211;0.004499;0
127;0;0.016026;0.014367;0.027783;0.007502;0;0;0.011291;0;0.005271;0;0;0;0.002998;0;0.004591;0;0.01289;0.006932;0;0.00547;0;0.00466;0;0;0;0.006902;0;0;0;0.007662;0.004381;0.006565;0;0.009258;0;0;0.003954;0.006503;0.004989;0;0;0;0.003468;0.002433;0;0.007429;0;0.01004;0;0;0;0;0.004323
129;0;0.023038;0;0;0.009167;0.012256;0;0;0.005341;0.007299;0;0;0.011559;0;0;0.005206;0.00432;0.014282;0.00954;0.008015;0.007136;0.005878;0.006474;0;0;0;0;0;0.014642;0.012419;0;0.006828;0.008313;0.009859;0.010845;0;0.007368;0;0.008852;0;0.005111;0;0;0.004959;0.003537;0.032741;0;0.007697;0;0;0;0.013469;0.004775;0
130;0;0;0.012908;0.027102;0;0.008639;0.006742;0.011558;0.004462;0;0;0.006445;0;0;0;0;0;0.011695;0;0;0;0;0.005208;0.004141;0;0;0.006909;0.003864;0;0.01144;0.006222;0.004468;0.006488;0.008406;0.008737;0;0.005681;0.004617;0.006907;0;0;0;0;0;0;0.025552;0;0;0.010728;0;0;0.010288;0;0.005042
133;0;0.024207;0.021599;0.042881;0.009111;0;0;0.017128;0.006123;0.008816;0.019784;0.009029;0;0.005043;0;0.006035;0.004542;0.018422;0;0.009143;0;0.006831;0.007073;0;0;0.010022;0.010032;0;0;0.017979;0.010687;0.007102;0.009067;0;0;0;0.00879;0;0.013214;0.007468;0;0;0;0.005348;0.003878;0;0;0;0.015227;0;0;0;0;0.007036
139;0;0.023304;0.017684;0.034998;0.009674;0.013227;0.007938;0;0;0.007891;0;0.008908;0.011753;0;0;0.005767;0;0;0.009478;0;0;0.006173;0;0;0;0.009463;0.009079;0.003858;0;0.0162;0.009822;0;0;0.010694;0;0;0.007313;0.004541;0.009066;0.005906;0;0;0;0.004381;0.00403;0.031664;0.010328;0;0.013233;0;0;0;0;0.004612
141;0.004341;0.010601;0.01031;0.01811;0.003966;0;0.005032;0.007736;0.002812;0.002957;0;0.004251;0.006293;0.002041;0;0;0;0.008915;0.004147;0.0041;0.004392;0.002909;0.003089;0.003089;0;0.004138;0.004701;0.002441;0.009079;0.008686;0.004669;0.002889;0.004175;0.006053;0;0.009358;0.00378;0.002411;0.004836;0.003237;0;0;0.002653;0.002458;0.001707;0.014666;0;0;0.007148;0;0;0;0;0
142;0.005953;0.01173;0.009641;0.018964;0.005145;0.007163;0.004295;0.009181;0.001926;0;0.009561;0.004557;0.00637;0.002731;0.005798;0.003092;0.002135;0.008868;0;0;0.00366;0.00404;0.003705;0.003284;0.011236;0.005139;0.004556;0.002865;0.008293;0.00815;0.005389;0.003527;0.00349;0;0.006615;0.008079;0.004046;0.003811;0.005463;0.00292;0;0.00332;0.003073;0;0.00162;0.016483;0.006539;0;0.008775;0;0;0.00702;0.003454;0
