60;0.005303;0;0;0;0.00503;0.003281;0;0;0.002395;0;0;0.01077;0.007095;0.00327;0;0;0.004264;0.004838;0.005777;0.006292;0.003593;0.006713;0;0;0.005531;0;0;0;0;0;0.004503;0;0.003999;0.004593;0.003745
62;0.005005;0.003524;0;0.00513;0.004624;0;0.00293;0.004002;0;0.004491;0;0.009954;0.005374;0.003061;0.002551;0.003291;0;0.003803;0.004473;0;0.002543;0.005926;0.005142;0;0;0;0;0.008439;0.004072;0.00338;0.002318;0.003068;0;0.004;0.003077
63;0;0;0.006551;0;0.004954;0.002358;0;0;0.002526;0.005038;0.010237;0.00941;0.006747;0;0;0.00302;0.003145;0;0.005198;0.005726;0;0.006043;0;0;0;0.004398;0.004477;0.009049;0;0;0.003676;0.003089;0.003429;0;0
72;0.003933;0.003135;0;0;0.00499;0.002021;0.003015;0.003748;0;0.004532;0.008731;0.008719;0;0.002205;0;0.003447;0.003193;0;0.003751;0;0.002963;0.005051;0.005137;0;0;0;0.003821;0;0.00399;0.004;0.003239;0.003231;0.003397;0.004001;0.003085
77;0.00461;0.003594;0;0;0.005377;0.002712;0;0.004061;0.002017;0;0;0.009144;0;0.002604;0.003135;0.003351;0;0.004;0.003762;0.005192;0.003155;0;0;0;0;0.004207;0;0;0.004617;0.003936;0.003035;0.003724;0.002951;0.003578;0.003195
83;0;0.005302;0;0;0.006626;0.003586;0.005944;0;0.003943;0;0;0;0;0.00338;0;0.005747;0.004935;0.005421;0;0.007799;0.005251;0;0.008671;0.007404;0.006167;0.005039;0;0;0.006094;0;0.004143;0.005626;0.004609;0.005334;0.005131
86;0.003552;0;0;0;0.00507;0.002525;0.003369;0;0.001736;0;0.007347;0.007829;0;0.001864;0;0.003168;0;0.002982;0;0.004755;0.002808;0;0;0.004025;0;0.004208;0.004571;0;0;0;0.003556;0;0.003352;0;0.002942
88;0.003181;0.003135;0.005705;0;0.004304;0.002295;0.00343;0.00388;0.002028;0;0.009073;0.00719;0;0.002225;0;0.002373;0.003247;0.003293;0.003626;0.00467;0.003455;0.005516;0;0;0.004398;0.003663;0;0.008318;0;0;0;0.003207;0;0.003077;0.00269
95;0.004406;0.002662;0;0;0.004786;0.002457;0.002972;0;0.001788;0;0.008604;0;0;0;0;0.002314;0.002235;0;0;0.004978;0.003425;0.00497;0.004613;0.00402;0.004171;0.004135;0.004217;0.007212;0.003657;0;0;0.003003;0.002558;0.003447;0
96;0.00278;0.002636;0;0;0.004156;0;0.003307;0.003414;0.002016;0.003467;0.008253;0.006842;0;0.002153;0.002454;0.00311;0.003041;0.0033;0.004105;0.004417;0;0.00509;0.003611;0.003165;0.004159;0.0029;0.002851;0.008633;0.003873;0;0.003073;0;0.003129;0.003076;0
97;0.003011;0.002589;0;0;0.003314;0.001744;0.002481;0.002944;0.001404;0.00335;0.007467;0.008743;0.004382;0.002382;0.002495;0.003199;0.003147;0.003573;0;0;0;0.003769;0;0.003967;0.003978;0.004096;0;0.008065;0.003637;0.002792;0;0.002041;0;0.002969;0.002755
98;0.003866;0.00205;0;0;0.004576;0.002244;0;0;0.001675;0.003747;0.008128;0;0;0.002144;0.002781;0;0.002924;0;0;0.004759;0.002611;0.004251;0;0.003307;0.004196;0.003886;0.004014;0.006791;0.00374;0.00322;0.003213;0;0.003223;0;0.002568
107;0.003499;0;0;0;0.002836;0.002162;0.001875;0;0.001759;0.002812;0.006886;0.005501;0;0.001907;0.002046;0.002788;0.001879;0.003108;0;0.003534;0.002131;0.004238;0.004181;0.002579;0;0.0033;0.003513;0.006005;0.003501;0.002638;0;0;0;0.002962;0
