139;0;0.003919;0;0;0.002777;0;0;0;0.005037;0;0.006505;0;0;0.004078;0.005132;0.006774;0.003423;0;0;0;0.003726;0.003852;0.007874;0.004072;0;0.001627;0.006722;0.003507;0;0.003222;0.003093;0.001813;0;0;0.002247;0
140;0.00314;0;0.011167;0;0.001666;0.001156;0.002533;0.003175;0.002718;0.003465;0.003382;0.001856;0.002516;0.002354;0.002614;0.004661;0.003034;0.003691;0;0.002341;0.002421;0.001983;0.004088;0.002795;0.003632;0.001453;0;0.002184;0.001522;0.001955;0.00274;0.001576;0.002355;0.001598;0.001426;0
141;0;0.003961;0;0;0.001896;0.001735;0;0;0.003605;0;0;0.001587;0;0.002089;0.003361;0;0.002785;0;0;0;0;0;0.005407;0.002498;0;0.00183;0;0.002143;0.001423;0.002305;0;0.000906;0;0.002233;0.00101;0
142;0.003301;0.003534;0;0.002071;0.001301;0;0.003311;0;0;0;0.003592;0.001881;0.00299;0.002021;0.00349;0;0.003322;0.004966;0.00289;0.002754;0;0.002641;0.005347;0.00203;0;0.001543;0.005428;0.002786;0.001357;0.002325;0.002531;0.001591;0;0.001559;0.00174;0
143;0;0.00283;0;0;0.001764;0.001987;0;0;0;0;0;0.001356;0;0;0.003419;0;0.00269;0;0.002472;0;0.003227;0;0;0.002423;0.0045;0.001404;0;0.002849;0;0.002214;0.002685;0.001181;0;0;0.000963;0
145;0.00396;0.004698;0;0.001969;0.002627;0.002718;0.003228;0.003789;0;0.003631;0.004108;0.001839;0.003673;0.003473;0.003647;0.006628;0.004719;0.005935;0;0.003778;0.004356;0;0;0.00364;0.00552;0.002213;0.006676;0.003458;0;0.003357;0.003656;0.002254;0.003959;0;0;0.003428
146;0;0.003875;0;0.001739;0.002134;0.002556;0.003861;0.003502;0;0.003734;0;0.001603;0;0;0.003219;0.00444;0.003152;0.004734;0.002342;0.002118;0;0.002474;0.003872;0;0.004622;0.001686;0.00512;0.002403;0.001732;0.001832;0.002368;0.001878;0.003502;0;0.001256;0.002648
147;0;0.005756;0;0.002483;0.003001;0;0;0;0;0;0;0.002816;0;0;0.005052;0;0;0;0;0;0;0;0.00824;0.003494;0;0;0;0;0;0;0;0.001487;0;0;0;0
151;0;0;0.009436;0.001339;0.001711;0;0;0.002099;0.002432;0.002432;0.00368;0.001575;0.00147;0.001864;0.001987;0.003692;0.002146;0.003073;0.001172;0.001633;0.001798;0;0.003094;0.002006;0.003202;0;0.002822;0.00156;0;0.00107;0.001338;0.000858;0.002238;0.001396;0.001061;0.001659
152;0.005663;0.004852;0;0;0.002756;0.003683;0;0;0;0;0;0.002909;0;0;0.004862;0.006831;0.004419;0;0.00383;0;0;0;0;0.003955;0;0.002179;0;0.004078;0.002877;0.00348;0.003207;0.00204;0;0.002872;0;0
153;0.003092;0.003703;0.012171;0.001967;0;0;0;0.002871;0.003375;0.003295;0;0.002141;0.002523;0.003093;0.003676;0.004556;0.00367;0.004326;0.001785;0.002477;0;0.002579;0.004853;0;0;0.00149;0.004637;0;0;0.002303;0.00204;0;0;0;0;0.001853
154;0.002732;0.002005;0;0;0.001176;0.001564;0.002101;0;0;0;0.002145;0.00151;0.001613;0;0.002469;0.003599;0.00166;0;0.001936;0;0;0.001937;0;0.001922;0.003074;0.00107;0.003634;0.00187;0;0.001529;0.001774;0.001066;0.002152;0.001684;0.000964;0.001544
155;0;0.003489;0.011257;0;0.002008;0.001557;0;0;0;0;0.003693;0.001798;0;0.001933;0.002897;0.004168;0.002852;0.003766;0;0;0;0;0.004663;0.002013;0.003927;0.001121;0;0.002694;0;0;0.00229;0.000931;0;0.001023;0.001155;0
156;0;0;0.011604;0;0.001744;0.001529;0;0.003265;0.003197;0.002844;0.004218;0;0.002315;0;0.003331;0.004603;0;0.004347;0.00222;0;0.001838;0.002867;0.004882;0.002378;0;0;0.003552;0.002197;0.001237;0.00193;0;0.001559;0.002493;0.001503;0.00132;0
157;0.002413;0.003143;0;0.001482;0.001739;0.001304;0;0.001678;0.002452;0.002135;0.003072;0.001649;0.001695;0;0.002826;0.00368;0.002487;0.002836;0.001986;0;0.002287;0.002306;0.003413;0.002124;0;0.001204;0.003579;0.001708;0.001256;0.001407;0;0;0.002331;0;0.000622;0.001603
158;0;0.00379;0;0;0;0;0;0;0;0;0;0.00198;0;0;0.003341;0.005204;0.002677;0;0.002571;0;0.003225;0;0.005124;0.002407;0;0.001153;0;0.002624;0.00193;0.002505;0.002407;0.001472;0;0;0.001138;0
161;0.003248;0.002669;0;0;0;0.002276;0;0;0.002987;0.00249;0;0;0.002237;0;0.002482;0.003464;0.002428;0.002639;0.002249;0.001087;0.002559;0.001817;0.004152;0.002368;0.003693;0;0.004486;0.002551;0;0.001689;0.001817;0.001163;0.002847;0;0.001244;0.002644
163;0.002914;0.002421;0;0.000951;0;0;0.002955;0;0;0;0.003604;0.000738;0.002411;0.002113;0.002236;0;0.002563;0.003261;0.001998;0;0.002289;0.00155;0;0.002268;0;0.001215;0.003491;0.001901;0;0.001649;0.001877;0;0.002378;0.001225;0;0.001725
164;0;0.003583;0;0;0;0.002257;0;0;0.003294;0;0.003788;0;0;0;0.003234;0.004514;0.002601;0;0;0;0;0;0.004193;0.00213;0.00421;0.001413;0.0046;0.00247;0.001273;0;0.001952;0.001479;0;0.001959;0.001402;0
