43;0.003027;0.007183;0.009463;0;0.002523;0.004825;0.002724;0.002671;0;0.002593;0;0;0;0;0.00663;0;0;0.008912;0;0.006027;0;0;0;0.004807;0;0.009199;0;0.013983;0
44;0.00263;0.005755;0.008616;0;0.003456;0.005762;0;0.002757;0;0;0.006992;0;0;0;0;0;0;0.008871;0.003584;0.005406;0;0.004757;0;0;0;0;0;0.011647;0.006295
50;0;0;0;0;0;0.00885;0;0;0.004555;0;0;0;0.003979;0.004649;0;0;0.00779;0;0;0;0.00579;0;0;0;0;0.01792;0;0;0
55;0.002727;0.006352;0;0;0.003098;0.006013;0;0.00426;0;0;0.00849;0;0.003757;0;0;0;0;0.005877;0.004019;0.0045;0;0.007316;0;0;0;0.01468;0.019079;0.019094;0
56;0.003431;0.006607;0;0;0.003775;0.007028;0;0.004461;0;0.003546;0.008901;0;0;0;0;0;0;0.008414;0.005585;0.007212;0;0.004798;0;0;0.007518;0;0;0.019095;0
59;0;0;0;0.051086;0;0;0.006388;0;0.004649;0;0;0.012014;0.004662;0.00588;0;0.006959;0.006262;0;0.007466;0;0;0;0.00722;0;0;0;0;0;0
61;0;0;0;0.035356;0;0;0;0.004473;0.002939;0.003746;0;0.008741;0.003903;0;0.007302;0.005039;0.005724;0;0;0;0;0.007656;0;0.00623;0;0;0;0.020219;0.007236
64;0;0;0;0.034763;0;0;0.005427;0;0.003237;0.004467;0;0.009301;0;0.004557;0;0.004092;0.005851;0;0;0;0.006643;0;0.003758;0.006438;0.007564;0.016801;0.022069;0.02257;0
66;0;0.006417;0.011398;0;0;0;0;0;0;0.003535;0;0.007968;0;0;0.007729;0;0;0.008294;0;0.006086;0;0.005061;0;0;0.005452;0.013493;0.016937;0.017788;0
71;0;0;0.012186;0.039848;0;0;0.003511;0;0.004087;0;0;0.009062;0.003613;0.004435;0;0.006267;0.005481;0;0.005283;0;0.005275;0;0;0.006663;0;0.015403;0;0;0.009516
73;0.004456;0;0;0;0;0;0;0.004205;0.003702;0.0027;0.008483;0;0.00344;0.003688;0;0;0;0.008679;0.005137;0.006459;0.004714;0;0;0;0;0;0;0.016163;0
74;0;0.006735;0;0;0.004559;0.008506;0;0;0;0.004219;0.009845;0;0.003999;0;0;0;0;0.01172;0.005655;0.00738;0;0.006642;0.006512;0;0;0;0;0.021395;0.009638
76;0.005456;0;0.014584;0;0;0.009164;0;0;0;0;0;0;0.004091;0.004358;0;0;0;0;0.00538;0.009997;0;0.00948;0;0;0;0.01736;0;0;0
78;0;0.015627;0.023375;0;0.008706;0;0;0.008002;0;0;0;0.014945;0.006976;0.007732;0.016159;0;0;0.022353;0.009709;0.01589;0.009462;0.015118;0.00888;0;0;0;0.034098;0.035563;0.018792
79;0;0;0;0;0;0.017447;0.009694;0;0.007257;0;0;0;0.006482;0.008023;0;0.016008;0;0;0.013162;0;0.01162;0;0.01187;0;0;0;0;0;0
80;0.010521;0.021953;0;0.099439;0.010501;0;0.009739;0.009819;0.008305;0.008685;0;0;0;0.007381;0.019563;0.015934;0.015154;0.028989;0;0;0.013459;0.017125;0.012947;0.015242;0.018748;0.033969;0;0;0.02273
81;0;0;0.016746;0.055741;0;0.009573;0;0.007172;0.006441;0;0;0.012927;0;0.005887;0;0;0;0;0.007735;0.010469;0;0.011384;0;0.010864;0;0.020034;0;0;0
