;1;3;4;15;19;20;22;23;25;26;40;42;43;44;50;55;56;59;61;64;66;71;73;74;76;78;79;80;81
1;0;0;0.007001;0.023216;0;0;0;0;0.002399;0.003212;0;0;0.002812;0;0;0.003375;0.003648;0;0;0;0;0;0;0;0;0;0;0.013288;0
3;0;0;0.010578;0.027541;0;0.007601;0;0;0.004676;0.004704;0;0.009143;0.00341;0.004719;0;0.004233;0.00512;0;0;0;0;0;0.006253;0;0;0.016007;0;0.021136;0
4;0;0.013262;0;0.066074;0.006701;0;0;0.007323;0.006738;0;0;0;0.0058;0.00546;0;0;0.009981;0;0.009364;0;0;0.011411;0;0;0;0.022674;0;0;0
15;0;0.029294;0;0;0;0.03055;0;0;0;0;0.037266;0;0;0;0;0;0;0.046383;0.019018;0.027361;0;0.029036;0;0;0;0;0.075185;0.079278;0
19;0;0;0.007383;0.020273;0;0;0;0;0.002722;0.003229;0;0.005298;0.003003;0;0;0.003004;0.005018;0;0;0.005819;0;0;0;0;0;0;0;0.013244;0
20;0.005089;0.011724;0;0.044954;0.005559;0;0;0.004908;0.003689;0.00432;0;0.009075;0.00514;0;0.011115;0.007244;0.008415;0;0;0;0;0;0.007465;0.007603;0;0;0.021071;0;0.010109
22;0;0.004747;0.010151;0;0;0;0;0;0;0;0;0;0;0;0.006765;0;0;0.008463;0;0.005688;0;0.003881;0;0;0;0;0;0.014754;0
23;0;0.007825;0.009739;0;0;0;0.003552;0;0.002076;0;0;0.006234;0.002636;0;0;0.005547;0;0;0.003418;0;0.003958;0;0;0.005038;0;0.011798;0;0;0
25;0.002717;0.006125;0.008999;0;0.003119;0.005361;0;0.003405;0;0.002638;0.00606;0.006464;0;0;0;0;0;0.008783;0.003031;0.005127;0;0.005162;0.004706;0;0.005727;0.010642;0.013399;0.011578;0.006831
26;0;0;0;0;0;0.005198;0.002809;0;0.002641;0;0;0;0.002648;0.003412;0;0;0.005413;0;0.003903;0;0.004345;0;0.003941;0.005;0;0;0.013481;0;0
40;0;0;0.016607;0.051596;0;0;0;0;0;0;0;0.009621;0;0;0;0.008217;0.008236;0;0;0;0;0;0.007851;0;0;0;0;0.028526;0
42;0;0.012141;0;0;0.004942;0.010585;0;0.005661;0.00532;0.005223;0.012772;0;0;0;0;0;0;0;0.007263;0;0;0.009745;0.008457;0;0.011181;0.018453;0.025733;0;0.013731
