;83;89;90;93;106;108;114
83;0;0;0.005786;0;0.003314;0.000675;0.000816
89;0;0;0;0;0;0;0
90;0;0;0;0;0;0.00391;0
93;0;0;0;0;0.004203;0;0
106;0;0;0.016282;0.003838;0;0.002061;0
108;0.001164;0;0.007263;0.001721;0.003459;0;0.000673
114;0;0;0;0;0;0;0
