;83;89;90;93;106;108;114
83;0;0;0;0.001495;0;0.001193;0.000678
89;0;0;0;0;0;0;0
90;0;0;0;0;0.008619;0.003523;0
93;0.001932;0;0;0;0.006217;0.002274;0.001273
106;0.003182;0;0.013138;0.005334;0;0.003539;0
108;0.001294;0.007995;0.006732;0;0.004526;0;0.00098
114;0;0;0;0;0.002507;0;0
