;118;120;121;122;123;124;125;128;129;131;132;133;134;135;136;137;138;139;140;141;142;143;145;146;147;151;152;153;154;155;156;157;158;161;163;164
118;0;0.005161;0.016371;0;0.002649;0.00337;0;0;0.003981;0;0.003147;0;0.003742;0.002958;0.003999;0;0.003536;0;0.003419;0;0.004254;0;0.005331;0.003245;0.005599;0.001891;0;0;0;0;0.004411;0.001655;0;0.002676;0.002027;0
120;0.005434;0;0.020087;0.002629;0.003399;0.003838;0.005155;0;0;0.005098;0;0.002696;0;0;0.005133;0.0069;0.004942;0.007849;0.004683;0.003856;0.004839;0.004837;0.007861;0;0;0.002048;0.007471;0;0.003754;0;0;0.002899;0.005208;0.003375;0.003346;0.004538
121;0;0.014853;0;0;0.00644;0.00883;0;0;0;0;0;0.005138;0;0;0.010871;0;0.009922;0;0;0;0;0;0.014;0.007063;0;0.004607;0;0.008423;0.007335;0;0;0.005002;0;0.005691;0;0
122;0;0.00313;0.010839;0;0;0.002547;0;0;0.003105;0;0.002885;0.001722;0.001905;0.001708;0.002846;0.004729;0.002961;0.003154;0.002474;0;0.002661;0;0.004769;0.001265;0.002417;0.001431;0;0.002334;0.001396;0;0.002744;0.0009;0;0.001564;0.000747;0
123;0.003442;0.0051;0.012373;0.001906;0;0;0.002615;0.002111;0.003513;0.003335;0.002688;0.001661;0.002619;0;0.003045;0.005061;0.003497;0.004304;0.001866;0.002693;0.002502;0.001986;0.004556;0;0;0.001716;0.005068;0.00211;0.001752;0.001529;0.002898;0.001551;0.003022;0.002174;0.001559;0.002391
124;0.003943;0.003906;0;0.001437;0.002684;0;0.003781;0.002515;0.003532;0;0.003902;0.001578;0.002936;0.002196;0;0.005123;0.003434;0.005588;0.002761;0.002871;0.003451;0.001653;0.005419;0.002575;0.004277;0.00164;0;0;0.002701;0.002531;0.00304;0.001782;0.003337;0;0;0
125;0;0.005044;0;0;0.002307;0.002918;0;0;0.003265;0;0.003379;0;0;0.003086;0.004482;0;0.004473;0;0;0;0.003715;0;0.004177;0.003033;0;0.002115;0;0.003098;0.002727;0;0;0.002311;0;0.002898;0.001463;0
128;0;0.003946;0;0;0.00238;0.003146;0;0;0;0;0;0.002458;0;0.002883;0.003445;0.006546;0.003479;0;0.002727;0;0;0;0.004006;0.002245;0;0.001991;0;0.002924;0.001643;0;0;0.001876;0;0.00228;0.001859;0
129;0;0.004775;0.01795;0.002154;0.002776;0.003589;0.003963;0;0;0;0.004484;0.001559;0.00361;0.002782;0.00399;0;0.004454;0.006689;0.003249;0.00362;0;0.004003;0.006491;0;0;0.002282;0.006936;0.003512;0.003138;0;0.003511;0.00167;0.002882;0.001944;0.002665;0
131;0;0.004335;0;0;0.002779;0.002699;0;0;0;0;0.003996;0;0;0.002451;0.00407;0;0.004682;0.005989;0;0;0;0;0.005319;0;0;0.002536;0;0.003232;0.002508;0;0;0.001882;0;0.002987;0;0
132;0.004861;0.005935;0;0.001797;0;0;0.004554;0;0.003546;0;0;0.002989;0;0;0;0.006967;0.004111;0;0.003369;0;0.003936;0.003938;0.006175;0;0;0.001687;0;0.003721;0.00289;0.002287;0;0.00267;0;0.002681;0;0.003616
133;0;0.003833;0.010361;0;0.001993;0.002131;0;0.002824;0.003426;0;0.0029;0;0.002707;0.001393;0.001649;0.004888;0.003148;0.003783;0.002447;0;0.003495;0.001745;0.003635;0.001876;0.003969;0.00172;0.00426;0;0.002;0.001348;0.003252;0;0;0.001752;0.001209;0
134;0;0.005216;0;0;0.002557;0.002407;0;0;0.003526;0;0.003528;0;0;0;0;0;0.003293;0.005348;0.003037;0;0.004324;0;0.004442;0.001807;0;0.001796;0;0.002643;0.001609;0;0;0.002252;0;0.002531;0.001627;0
135;0.0032;0;0;0.001824;0;0;0;0.002575;0.003109;0;0;0.001853;0;0;0.003464;0;0;0.005034;0.002116;0.002367;0.002828;0;0.005464;0;0;0.001852;0;0;0;0;0;0;0;0;0;0.002477
136;0.004505;0.004637;0.016151;0;0.00225;0.003524;0;0;0;0;0.004033;0.002654;0.003845;0.003083;0;0;0.005322;0;0.004073;0.004278;0.00448;0.003172;0;0.003117;0.006135;0.002258;0;0.004325;0.003202;0.003225;0.004252;0.001531;0.00401;0.002504;0.002488;0
137;0.005887;0.006593;0;0;0.003492;0;0.005825;0;0.005211;0;0.006637;0.002773;0.004955;0.00448;0.005595;0;0.006818;0.007114;0.004656;0;0.005774;0.005675;0.009454;0.004977;0.007082;0.003177;0;0.005802;0;0.003472;0.00523;0.003403;0.005545;0.003695;0.003007;0
138;0;0;0.016397;0.002585;0.003027;0.003273;0.00485;0.003744;0.005797;0.004557;0.0044;0.002911;0.003447;0;0.004313;0.007854;0;0.006281;0.003161;0.004629;0.003833;0.003551;0.0073;0.002919;0;0;0.006796;0.003924;0.003279;0.003077;0;0.001763;0.004215;0.003145;0.001843;0.003871
139;0.005748;0.007144;0;0;0.002811;0.004325;0;0;0.005423;0;0.006259;0.003353;0;0.0033;0.004865;0.009099;0.005495;0;0.004414;0;0.004411;0.004836;0.00833;0.00374;0.007049;0.00205;0.007916;0.003849;0.003472;0.00368;0.004533;0.002291;0;0.003976;0;0.004243
140;0.003562;0.00587;0;0;0.002296;0.002246;0;0.002863;0;0.003473;0.004505;0.001569;0.002348;0.002576;0.003569;0.005634;0.003783;0.005594;0;0.002616;0.00427;0.00264;0;0.003043;0.003896;0.001497;0.006508;0.003605;0;0.002168;0.003952;0.001578;0.003846;0.00144;0.00186;0.002761
141;0;0.005133;0;0;0.002216;0.002699;0;0;0.004909;0;0.005255;0.002025;0;0.002948;0;0;0.004751;0.005335;0;0;0.00363;0;0.004759;0.002983;0;0.002788;0;0.002947;0.00186;0.003254;0.003882;0.002272;0;0.002346;0.002382;0
142;0.003871;0.006038;0;0.00241;0;0;0.003845;0;0;0;0;0.002488;0.003075;0.003132;0.003414;0.005685;0.004649;0;0.003827;0.003314;0;0.003692;0.005945;0;0;0.002463;0;0.003504;0.002761;0.002553;0.004763;0.001949;0.003131;0.002637;0.0024;0
143;0;0.004991;0;0;0;0.002586;0.003938;0;0.004007;0;0.00433;0.00191;0;0;0.003502;0.005735;0.003622;0;0.002408;0;0.003654;0;0;0.002345;0;0.001995;0;0;0.001572;0;0;0.001813;0;0.002057;0.001834;0
145;0.004821;0.00706;0.0179;0.002848;0.002675;0.002725;0.003312;0.003028;0.004626;0.005135;0.005281;0.002244;0.004101;0.003552;0.005883;0.008978;0.005955;0.006805;0;0.004791;0.003808;0.004892;0;0.003433;0.006741;0.002808;0.008389;0.005434;0.003123;0.003089;0.006448;0.002345;0.005194;0.003628;0.003136;0.003934
146;0.00364;0.006056;0.013033;0.001351;0.002398;0.002935;0.003648;0.003297;0.004173;0.003712;0.003669;0;0.002111;0.002319;0.004109;0;0.003236;0;0.003306;0.002871;0.00351;0;0.006282;0;0.005076;0.001494;0;0.003455;0.002469;0.001759;0.003775;0;0;0.002484;0.002157;0.002268
147;0;0;0;0.003028;0.00296;0.004398;0;0;0.006432;0;0;0;0;0;0.004986;0;0.005523;0;0.003614;0;0;0;0.007649;0;0;0;0;0.004632;0.002849;0;0;0;0;0;0.002954;0
151;0.003044;0;0.008842;0.001155;0.001606;0.002665;0;0;0.003346;0.002429;0.002835;0.000999;0.001838;0.002033;0.002553;0.003655;0.002689;0;0.002628;0.002754;0.00319;0;0.003534;0.002124;0.002958;0;0.004508;0;0.001615;0.001762;0.002872;0.001312;0.0026;0.002312;0;0.002607
152;0.006484;0.007287;0;0;0.003795;0;0;0;0;0;0.005917;0.002149;0;0.00442;0.005584;0;0.006692;0.007049;0.004758;0;0.006305;0;0.007771;0.004231;0;0.002849;0;0.005837;0.003643;0.003797;0;0.003121;0;0.004187;0;0.004499
153;0.003749;0.006401;0.015671;0.001911;0;0.003728;0.00373;0.002824;0.004601;0.003757;0.005156;0.002351;0.002959;0;0;0.005474;0.005099;0.005928;0.003183;0.003369;0.003678;0.003398;0.00516;0.002253;0.004876;0.00231;0;0;0.002672;0.001785;0;0.001995;0;0;0;0.002638
154;0.002518;0.003404;0.011025;0.001432;0.001587;0;0.002677;0.002653;0;0.002679;0.003789;0.001605;0.001636;0;0.00326;0;0.003104;0.004521;0.001702;0.002704;0.003261;0.002196;0;0.002667;0.003512;0.001673;0;0.002812;0;0.001773;0.002966;0.001411;0.002582;0;0;0
155;0;0.004114;0;0;0.00203;0.002814;0;0;0;0;0.003805;0;0;0;0.002796;0;0.003221;0.004127;0.002403;0;0;0;0.004762;0;0;0;0;0.002589;0.002642;0;0;0.001707;0;0.002015;0;0
156;0;0;0.015156;0;0.002317;0;0;0.003655;0;0;0;0;0;0;0.003519;0;0;0;0.003181;0;0.004221;0.003037;0.006677;0.002799;0;0.002121;0.005968;0.003338;0;0.002155;0;0;0.002947;0;0.001935;0
157;0;0.003881;0;0.002016;0;0.00239;0.003175;0.002293;0.002638;0.002951;0.003847;0.001159;0.002338;0.001851;0;0;0;0.004406;0.001958;0.00252;0.00211;0;0.004032;0.002731;0;0;0.004447;0;0.001838;0;0.003664;0;0;0.002224;0;0
158;0;0.004199;0;0.002077;0.003026;0;0;0;0.004106;0;0;0.002078;0;0;0.004409;0;0.00491;0.005667;0.00327;0;0.003328;0;0.005499;0.002749;0;0.002198;0;0;0.001742;0.002998;0.004488;0.002147;0;0.003107;0.0017;0.003474
161;0;0.004096;0.012027;0.001399;0.001949;0.002129;0;0.002602;0.003528;0.002965;0;0.00195;0.002361;0.002405;0.00342;0;0.002923;0.003859;0.002353;0;0.002897;0.001616;0.004866;0.001633;0.00448;0.001454;0.004948;0.002256;0;0.002003;0;0.000918;0.002675;0;0.001631;0.002077
